cuisine,recipe,ingredients
British,Fennel Welsh cakes with a blueberry coulis ,"['plain flour', 'caster sugar', 'baking powder', 'fennel seeds', 'butter', 'blueberries', 'egg', 'milk', 'blueberries', 'icing sugar', 'lemon juice']"
British,"Feta, olive and sun-dried tomato scones","['feta', 'olives', 'oil', 'oil', 'self-raising flour', 'flour', 'baking powder', 'cayenne pepper', 'mustard powder', 'olive oil', 'thyme', 'egg', 'milk', 'milk', 'feta']"
British,Figgy dowdy pudding with custard,"['raisins', 'sultanas', 'rum', 'ground ginger', 'mixed spice', 'plain flour', 'suet', 'caster sugar', 'eggs', 'caster sugar', 'milk', 'double cream']"
British,Fig roly poly pudding ,"['caster sugar', 'walnuts', 'condensed milk', 'honey', 'double cream', 'figs', 'lemon', 'honey', 'lemon', 'self-raising flour', 'salt', 'suet', 'ground almonds', 'lemon', 'milk', 'egg yolks', 'honey', 'vanilla extract', 'sugar', 'honey', 'figs', 'lemon', 'lemon', 'vanilla pods']"
British,Fig rolls,"['figs', 'brandy', 'rosewater', 'wholemeal flour', 'plain flour', 'butter', 'caster sugar', 'salt']"
British,Fillet of salmon with a horseradish sauce,"['double cream', 'Dijon mustard', 'English mustard', 'lemon juice', 'salt', 'chives', 'salmon', 'salt', 'black pepper', 'vegetable oil', 'butter', 'vegetables', 'egg yolk', 'breadcrumbs', 'parsley']"
British,"Fillet steak, pickled walnuts and horseradish","['horseradish', 'caster sugar', 'white wine vinegar', 'double cream', 'black pepper', 'Madeira', 'beef stock', 'walnuts', 'butter']"
British,Fillet steak with morel mushroom and wine sauce,"['black pepper', 'olive oil', 'morel', 'shallots', 'garlic', 'red wine', 'thyme']"
British,Fillet steak with Stilton rarebit,"['olive oil', 'red wine', 'beef stock', 'butter', 'pesto', 'egg yolks', 'mustard', 'breadcrumbs', 'Worcestershire sauce', 'Tabasco', 'milk', 'beer', 'Stilton']"
British,Fillet of beef Prince Albert,"['sunflower oil', 'onion', 'garlic', 'carrots', 'celery', 'beef', 'parfait', 'black pepper', 'truffle oil', 'bacon', 'cognac', 'Madeira', 'beef stock', 'parsley', 'green beans']"
British,Fillet steaks stuffed with goats cheese,"['shallots', 'butter', 'caster sugar', 'red wine', 'port', 'beef stock', 'bay leaf', 'thyme', 'lemon', 'steaks', 'steaks', 'rosemary', 'lemon', 'garlic', 'bacon', 'olive oil', 'black pepper']"
British,Fishcakes with cheddar sauce,"['hake', 'black pepper', 'cheddar', 'bay leaf', 'eggs', 'parsley', 'white pepper', 'plain flour', 'breadcrumbs', 'vegetable oil', 'butter', 'plain flour', 'cheddar', 'black pepper']"
British,Fish cakes,"['potato', 'cod', 'parsley', 'egg', 'vegetable oil', 'black pepper']"
British,Fish cakes with parsley sauce ,"['potatoes', 'cod', 'milk', 'bay leaf', 'lemon', 'spring onion', 'plain flour', 'egg', 'breadcrumbs', 'sunflower oil', 'black pepper', 'butter', 'plain flour', 'parsley', 'black pepper']"
British,Fish finger butty,"['whiting', 'black pepper', 'plain flour', 'eggs', 'polenta', 'vegetable oil', 'mayonnaise', 'English mustard', 'capers', 'gherkins', 'buns', 'rocket', 'lemon']"
British,Perry-battered fish and chips with wasabi mushy peas,"['plain flour', 'cider', 'rapeseed oil', 'egg white', 'potatoes', 'salt', 'rapeseed oil', 'peas', 'butter', 'wasabi', 'sunflower oil', 'pollock']"
British,Fish and chips with tartare sauce,"['egg yolks', 'Dijon mustard', 'white wine vinegar', 'vegetable oil', 'lemon', 'red onion', 'gherkins', 'capers', 'parsley', 'olives', 'plain flour', 'cornflour', 'ale', 'salt', 'potatoes', 'haddock']"
British,Fish and chips with tartare sauce and pea purée,"['egg yolks', 'Dijon mustard', 'white wine vinegar', 'vegetable oil', 'eggs', 'shallots', 'gherkins', 'capers', 'parsley', 'shallot', 'butter', 'sea salt', 'peas', 'sugar', 'chicken stock', 'mint', 'potatoes', 'vegetable oil', 'salt', 'egg whites', 'self-raising flour', 'bicarbonate of soda', 'beer', 'brill']"
British,Fish burger,"['white fish', 'breadcrumbs', 'egg', 'lime', 'garlic', 'coriander', 'soy sauce', 'vegetable oil', 'black pepper', 'breadcrumbs', 'black sesame seeds', 'mayonnaise', 'Dijon mustard', 'capers', 'gherkin', 'coriander', 'chilli', 'garlic', 'lime', 'sugar', 'burger', 'Little Gem lettuce']"
British,"Fish, chips and curry sauce","['butter', 'onion', 'chillies', 'plain flour', 'curry powder', 'double cream', 'chicken stock', 'fresh coriander', 'lemon', 'vegetable oil', 'yeast', 'sugar', 'beer', 'vinegar', 'plain flour', 'salt', 'potatoes', 'lemon']"
British,"Fish, chips, mushy peas and tartare sauce","['marrowfat peas', 'bicarbonate of soda', 'butter', 'black pepper', 'egg yolks', 'Dijon mustard', 'vinegar', 'rapeseed oil', 'capers', 'gherkins', 'shallot', 'dill', 'parsley', 'lemon', 'vegetable oil', 'yeast', 'sugar', 'beer', 'vinegar', 'plain flour', 'salt', 'cod', 'potatoes', 'lemon']"
British,Fish pie with soufflé topping,"['butter', 'leek', 'flour', 'milk', 'dill', 'lemon juice', 'haddock', 'smoked haddock', 'eggs', 'white bread', 'cream cheese', 'butter', 'cheddar', 'egg white', 'black pepper']"
British,Fish pie with velouté sauce ,"['prawn', 'onion', 'carrot', 'fennel', 'star anise', 'fennel seeds', 'tarragon', 'white wine', 'stock', 'butter', 'plain flour', 'prawn', 'salt', 'black pepper', 'potatoes', 'egg yolk', 'nutmeg', 'salt', 'smoked haddock', 'salmon', 'prawns', 'mushrooms', 'peas', 'tarragon']"
British,Flapjacks,"['butter', 'golden syrup', 'sugar', 'oats', 'lemon', 'ground ginger']"
British,Flapjack apple crumble,"['oats', 'lemon', 'butter', 'sugar', 'golden syrup', 'apples', 'butter', 'cinnamon', 'sugar', 'lemon', 'cornflour', 'raisins', 'milk', 'vanilla extract', 'eggs', 'caster sugar', 'cornflour']"
British,Flat rib broth,"['vegetable oil', 'carrots', 'onion', 'celery', 'pearl barley', 'split peas', 'bay leaves', 'black pepper', 'lentils', 'leek', 'turnip', 'potatoes']"
British,Fantastic fish fingers,"['bread', 'white fish', 'plain flour', 'egg', 'paprika', 'garlic', 'black pepper', 'sunflower oil']"
British,Mary Berry's fondant fancies,"['self-raising flour', 'butter', 'caster sugar', 'lemon', 'eggs', 'butter', 'icing sugar', 'apricot jam', 'marzipan', 'fondant icing', 'food colouring', 'dark chocolate']"
British,Football pies,"['plain flour', 'salt', 'butter', 'egg yolks', 'egg wash', 'oil', 'onion', 'tomato purée', 'plain flour', 'beef stock', 'Worcestershire sauce', 'peas']"
British,Forest fruit and white chocolate arctic roll,"['milk', 'vanilla pod', 'white chocolate', 'egg yolks', 'caster sugar', 'double cream', 'eggs', 'caster sugar', 'plain flour', 'cocoa powder', 'white chocolate']"
British,Free-form fruit pie,"['plain flour', 'butter', 'caster sugar', 'salt', 'egg', 'egg', 'rhubarb', 'strawberries', 'caster sugar', 'icing sugar']"
British,Free-form trifle with berries and custard,"['mixed berries', 'sugar', 'cake', 'custard', 'icing sugar']"
British,"Fresh crumpets with fried duck egg, mushrooms and pancetta","['yeast', 'plain flour', 'salt', 'olive oil', 'red wine vinegar', 'olive oil', 'butter', 'pancetta', 'mushrooms', 'salt', 'parsley', 'black pepper', 'olive oil', 'eggs']"
British,Fresh lime curd,"['caster sugar', 'butter', 'eggs', 'limes', 'zest']"
British,Fresh mackerel with roasted rhubarb,"['rhubarb', 'brown sugar', 'mackerel', 'plain flour', 'olive oil', 'rosemary', 'capers', 'sherry vinegar']"
British,"Fresh oysters, oysters Mornay and Essex cockle chowder","['butter', 'olive oil', 'bacon', 'onion', 'white wine', 'cockles', 'cockles', 'King Edward', 'milk', 'parsley', 'thyme', 'double cream', 'white pepper', 'butter', 'plain flour', 'milk', 'cheddar', 'oysters', 'oysters', 'parsley', 'red wine vinegar', 'shallots', 'oysters', 'Tabasco', 'Worcestershire sauce', 'lemon', 'sourdough bread']"
British,Fresh plum chutney,"['plums', 'caster sugar', 'vinegar', 'cinnamon', 'star anise']"
British,Fresh mint sauce,"['mint', 'golden syrup', 'white wine vinegar']"
British,"Fresh pea, broad bean and ham hock salad","['broad beans', 'peas', 'mangetout', 'olive oil', 'vinegar', 'chilli', 'spring onions', 'parsley', 'mint', 'ham', 'pea shoots']"
British,Fresh sardines on toast with sweet pickled red onion,"['sardines', 'plain flour', 'sea salt', 'black pepper', 'olive oil', 'red onion', 'caster sugar', 'red wine vinegar', 'capers', 'parsley', 'sourdough bread', 'butter', 'wholegrain mustard', 'tomato']"
British,Fried fish in oatmeal with tartare sauce,"['mixed fish', 'black pepper', 'lemon', 'eggs', 'oatmeal', 'sunflower oil', 'mayonnaise', 'capers', 'gherkins', 'parsley', 'dill', 'lemon', 'Tabasco', 'salt', 'lemon']"
British,Fried fish in cornflake crumb with mushy peas and tartare sauce,"['black pepper', 'mayonnaise', 'garlic', 'lemon', 'cod', 'vegetable oil', 'peas', 'mint', 'butter', 'mayonnaise', 'capers', 'gherkin', 'dill', 'parsley', 'lemon juice', 'black pepper']"
British,Frozen elderflower posset ,"['double cream', 'elderflower', 'berries', 'icing sugar']"
British,Gluten-free scones,"['rice flour', 'tapioca', 'baking powder', 'salt', 'caster sugar', 'butter', 'sultanas', 'eggs', 'yoghurt', 'egg wash']"
British,Fruity bread and butter pudding,"['butter', 'buttering', 'brioche', 'raspberries', 'caster sugar', 'eggs', 'milk', 'double cream', 'orange', 'demerara sugar']"
British,Frying pan apple custard crumble,"['butter', 'apples', 'sugar', 'custard', 'butter', 'oats', 'coconut', 'pecan', 'cinnamon', 'sugar', 'sunflower oil', 'maple syrup']"
British,Fudge,"['condensed milk', 'sugar', 'butter', 'milk', 'salt']"
British,Fudgy walnut cake,"['walnuts', 'butter', 'eggs', 'self-raising flour', 'baking powder', 'butter', 'icing sugar', 'fudge', 'walnut']"
British,Gala picnic pie,"['pork sausages', 'pork mince', 'bacon', 'ground ginger', 'mace', 'black pepper', 'plain flour', 'plain flour', 'black pepper', 'butter', 'lard', 'sea salt', 'egg']"
British,Game pie,"['partridge', 'venison', 'sunflower oil', 'red onions', 'bacon', 'chestnut mushrooms', 'garlic', 'plain flour', 'bay leaf', 'orange', 'redcurrant jelly', 'chicken stock', 'red wine', 'puff pastry', 'pepper', 'egg']"
British,Hearty game pie,"['plain flour', 'baking powder', 'butter', 'lard', 'egg yolk', 'salt', 'vegetable oil', 'pheasant', 'venison', 'lardons', 'onions', 'celery', 'chestnut mushrooms', 'plain flour', 'bay leaves', 'redcurrant jelly', 'beef stock', 'red wine', 'thyme', 'black pepper', 'puff pastry', 'egg']"
British,Game terrine,"['game', 'pheasant', 'pigeon', 'duck', 'rabbit', 'hare', 'venison', 'fat', 'sausage', 'livers', 'breadcrumbs', 'egg', 'parsley', 'thyme', 'juniper berries', 'garlic', 'brandy', 'red wine', 'pepper', 'bacon']"
British,Game sausage roll with wild mushrooms and pickled walnuts,"['pork belly', 'pheasant', 'egg wash', 'thyme', 'chestnuts', 'allspice', 'puff pastry', 'plain flour', 'black pepper', 'butter', 'wild mushrooms', 'double cream', 'Dijon mustard', 'pickled', 'dandelion']"
British,Gammon and pease pudding,"['split peas', 'butter', 'onion', 'thyme', 'bay leaf', 'sea salt', 'nutmeg', 'egg', 'black pepper', 'gammon', 'onion', 'cloves', 'carrot', 'celery', 'black peppercorns', 'flour', 'mustard', 'wholegrain mustard']"
British,Gammon with spiced rhubarb chutney,"['rhubarb', 'brown sugar', 'onions', 'garlic', 'tomatoes', 'thyme', 'red wine vinegar', 'lemon', 'ground ginger', 'cinnamon', 'gammon', 'olive oil']"
British,Garlicky Jersey royals and asparagus with mint and lemon pistou,"['vegetable stock', 'garlic', 'asparagus', 'parsley', 'mint', 'lemon', 'walnut oil', 'sunflower oil', 'caster sugar']"
British,Garlic potatoes,"['new potatoes', 'breadcrumbs', 'parmesan', 'eggs', 'oil', 'butter', 'garlic', 'parsley', 'pepper']"
British,Gingerbread cookies,"['sugar', 'sugar', 'golden syrup', 'butter', 'egg', 'plain flour', 'ground ginger', 'mixed spice', 'honey', 'strawberry']"
British,Ginger-glazed carrots,"['carrots', 'butter', 'ginger beer', 'caster sugar', 'salt']"
British,Ginger and marmalade loaf cake ,"['butter', 'brown sugar', 'eggs', 'self-raising flour', 'milk', 'ground ginger', 'marmalade', 'orange', 'stem ginger']"
British,Ginger and pear upside-down cake,"['caster sugar', 'butter', 'rum', 'stem ginger', 'pears', 'eggs', 'butter', 'caster sugar', 'plain flour', 'baking powder', 'ground ginger', 'allspice']"
British,Ginger and walnut carrot cake,"['plain flour', 'baking powder', 'bicarbonate of soda', 'ground ginger', 'sea salt', 'brown sugar', 'eggs', 'vegetable oil', 'carrots', 'walnut', 'crystallised ginger', 'butter', 'icing sugar', 'cornflour', 'cream cheese', 'ginger']"
British,Slow cooked gammon with mustard sauce,"['gammon', 'ginger beer', 'stem ginger', 'ginger', 'crème fraîche', 'mayonnaise', 'Dijon mustard', 'mustard', 'caster sugar', 'black pepper']"
British,Ginger oat crunch biscuits,"['butter', 'golden syrup', 'sugar', 'self-raising flour', 'semolina', 'oats', 'ground ginger']"
British,Ginger chocolate steamed pudding with nutmeg chocolate sauce,"['butter', 'cocoa powder', 'brown sugar', 'caster sugar', 'eggs', 'vanilla bean paste', 'self-raising flour', 'baking powder', 'ground ginger', 'nutmeg', 'chocolate', 'crystallised ginger', 'milk', 'white chocolate', 'double cream', 'nutmeg', 'redcurrants', 'mint', 'icing sugar']"
British,Glamorgan sausages,"['butter', 'leek', 'leek', 'nutmeg', 'wholemeal breadcrumbs', 'thyme', 'laverbread', 'English mustard', 'eggs', 'milk', 'plain flour', 'vegetable oil', 'black pepper']"
British,Glamorgan sausages,"['butter', 'leeks', 'breadcrumbs', 'parsley', 'thyme', 'Caerphilly', 'eggs', 'English mustard', 'sea salt', 'sunflower oil', 'black pepper', 'sunflower oil', 'red onions', 'chilli', 'cloves', 'sugar', 'white wine vinegar']"
British,Glazed ham with redcurrant and citrus jelly,"['redcurrants', 'sugar', 'oranges', 'lemons', 'port', 'red wine vinegar', 'cloves', 'cinnamon', 'ground ginger', 'honey', 'sugar', 'thyme', 'redcurrant', 'English mustard', 'ham']"
British,Ginger wine and whisky fruit cake,"['raisins', 'currants', 'sultanas', 'whisky', 'butter', 'brown sugar', 'eggs', 'ground almonds', 'plain flour', 'stem ginger', 'mixed spice', 'ground ginger']"
British,Lamb pie,"['plain flour', 'salt', 'black pepper', 'lamb neck', 'rapeseed oil', 'onions', 'nutmeg', 'allspice', 'rosemary', 'Bramley apple', 'apples', 'sage', 'plain flour', 'salt', 'lard', 'butter', 'egg', 'vegetables']"
British,Gloucestershire hotpot,"['vegetable stock', 'pork', 'sea salt', 'black peppercorns', 'juniper berries', 'plain flour', 'pork', 'olive oil', 'onions', 'Bramley apples', 'turnips', 'butter']"
British,Gluten-free lemon drizzle cake,"['lemons', 'caster sugar', 'butter', 'eggs', 'self-raising flour', 'ground almonds', 'baking powder']"
British,Gluten-free Christmas stuffing ,"['sunflower oil', 'leek', 'pork mince', 'breadcrumbs', 'dried apricots', 'cranberries', 'chestnuts', 'orange', 'thyme', 'thyme', 'sage', 'sage', 'sea salt', 'black pepper']"
British,Gluten-free Victoria sponge cake ,"['caster sugar', 'eggs', 'vanilla extract', 'butter', 'flour', 'baking powder', 'jam', 'icing sugar']"
British,Goat-herd pie,"['olive oil', 'onions', 'celery', 'butternut squash', 'garlic', 'sea salt', 'goat', 'olives', 'tomato purée', 'plain flour', 'red wine', 'beef stock', 'rosemary', 'cinnamon', 'black pepper', 'floury potatoes', 'butter', ""goats' cheese"", 'parmesan']"
British,Goats’ cheese cheesecake with poached rhubarb,"['digestive biscuits', 'butter', 'honey', 'vanilla pod', 'cinnamon', 'mixed spice', 'nutmeg', 'crème fraîche', 'eggs', 'rhubarb', 'caster sugar', 'walnuts', 'hazelnuts']"
British,Gold millionaire's shortbread,"['plain flour', 'caster sugar', 'butter', 'semolina', 'fudge', 'dark chocolate']"
British,Gooseberry and elderflower tart,"['shortcrust pastry', 'brown sugar', 'elderflower', 'potato', 'butter', 'milk', 'egg', 'demerara sugar']"
British,Gooseberry and elderflower custard,"['gooseberries', 'elderflower', 'egg yolks', 'arrowroot', 'milk', 'sugar', 'double cream', 'elderflowers']"
British,Gooseberry fool,"['gooseberries', 'caster sugar', 'elderflower', 'double cream', 'crème fraîche', 'mint']"
British,How to roast potatoes,"['rosemary', 'thyme', 'garlic', 'bay leaf', 'black peppercorns', 'goose fat', 'sea salt']"
British,Goujons of sole with lemon and mushy peas,"['lemon sole', 'sunflower oil', 'plain flour', 'salt', 'black pepper', 'eggs', 'breadcrumbs', 'marrowfat peas', 'bicarbonate of soda', 'butter', 'salt', 'black pepper', 'cayenne pepper', 'lemons']"
British,Granny's toad in the hole with my Mum's onion gravy,"['plain flour', 'eggs', 'wholegrain mustard', 'milk', 'salt', 'beef dripping', 'sausages', 'onions', 'yeast extract', 'red wine', 'gravy', 'beef stock', 'peas', 'butter', 'black pepper']"
British,Brussels sprouts gratin ,"['Brussels sprouts', 'butter', 'sunflower oil', 'bacon', 'bacon', 'almonds', 'double cream', 'lemon', 'breadcrumbs', 'Parmesan', 'black pepper']"
British,Turkey gravy,"['giblets', 'bay leaf', 'thyme', 'peppercorns', 'onion', 'plain flour', 'pepper']"
British,Celebration ham ,"['ham', 'cloves', 'honey', 'orange', 'vegetable oil', 'potatoes', 'carrots', 'parsnips', 'honey', 'butter', 'chestnuts', 'chicken stock']"
British,Hairy Bikers' sausage casserole,"['sunflower oil', 'pork sausages', 'bacon', 'onions', 'garlic', 'chilli powder', 'chopped tomatoes', 'chicken stock', 'tomato purée', 'Worcestershire sauce', 'herbs', 'bay leaves', 'thyme', 'butter beans', 'black pepper']"
British,Greengage meringues with cream,"['greengages', 'caster sugar', 'egg whites', 'icing sugar', 'double cream', 'vanilla pod']"
British,"Greengage, nectarine and gooseberry fool","['plain flour', 'ground almonds', 'demerara sugar', 'caster sugar', 'salt', 'butter', 'gooseberries', 'caster sugar', 'lemon', 'gelatine', 'caster sugar', 'wine', 'nectarines', 'gooseberries', 'caster sugar', 'lemon', 'double cream', 'vanilla pods', 'icing sugar', 'greengages']"
